Author,Genus,N_ASD,ASD_Mean,ASD_SD,N_TD,TD_Mean,TD_SD
Deng,Butyricimonas,45,0.000186384,0.000541352,45,0.000588503,0.001442767
Deng,C39,45,0,0,45,3.60E-05,0.000241495
Deng,Caenimonas,45,0.000132083,0.000425971,45,0,0
Deng,CAG-352,45,0.001951159,0.007723846,45,0.000353689,0.001869174
Deng,Caldisericum,45,0,0,45,0.001068404,0.007167072
Deng,Camelimonas,45,7.34E-07,4.92E-06,45,0,0
Deng,Campylobacter,45,7.34E-06,2.32E-05,45,9.98E-05,0.00058898
Deng,Candidatus_Accumulibacter,45,9.54E-06,5.48E-05,45,0,0
Deng,Candidatus_Alysiosphaera,45,6.60E-06,2.69E-05,45,0,0
Deng,Candidatus_Amoebophilus,45,5.87E-06,3.09E-05,45,0,0
Deng,Candidatus_Arthromitus,45,3.67E-06,1.61E-05,45,1.47E-06,6.91E-06
Deng,Candidatus_Bealeia,45,3.67E-06,2.46E-05,45,0,0
Deng,Candidatus_Berkiella,45,9.54E-06,3.20E-05,45,7.34E-07,4.92E-06
Deng,Candidatus_Competibacter,45,7.34E-07,4.92E-06,45,0.000151162,0.001014026
Deng,Candidatus_Lumbricincola,45,2.94E-06,1.97E-05,45,0,0
Deng,Candidatus_Megaira,45,2.20E-06,8.32E-06,45,0,0
Deng,Candidatus_Methanofastidiosum,45,0,0,45,3.38E-05,0.000226737
Deng,Candidatus_Methanoperedens,45,1.76E-05,8.32E-05,45,0,0
Deng,Candidatus_Nitrocosmicus,45,3.23E-05,0.000112027,45,0,0
Deng,Candidatus_Nitrososphaera,45,4.40E-06,1.81E-05,45,0,0
Deng,Candidatus_Obscuribacter,45,1.54E-05,7.45E-05,45,0,0
Deng,Candidatus_Ovatusbacter,45,6.60E-06,2.50E-05,45,0,0
Deng,Candidatus_Saccharimonas,45,4.40E-06,1.51E-05,45,6.97E-05,0.000403163
Deng,Candidatus_Soleaferrea,45,3.52E-05,6.78E-05,45,2.79E-05,4.82E-05
Deng,Candidatus_Solibacter,45,5.28E-05,0.000148922,45,1.47E-06,9.86E-06
Deng,Candidatus_Stoquefichus,45,1.69E-05,9.46E-05,45,1.03E-05,2.97E-05
Deng,Catenibacillus,45,1.03E-05,1.84E-05,45,8.51E-05,0.000254912
Deng,Catenisphaera,45,7.34E-07,4.92E-06,45,5.87E-06,1.46E-05
Deng,Caulobacter,45,0.000554748,0.001493528,45,1.83E-05,0.000113369
Deng,Cavicella,45,0.000151895,0.000619838,45,0,0
Deng,Cellulomonas,45,0.000199592,0.001013328,45,7.34E-07,4.92E-06
Deng,Cellulosilyticum,45,1.47E-06,6.91E-06,45,0,0
Deng,Cellvibrio,45,4.26E-05,0.000130139,45,0,0
Deng,Cephalothrix_SAG_75.79,45,3.67E-06,2.46E-05,45,0,0
Deng,Cetobacterium,45,7.56E-05,0.000275036,45,2.20E-06,1.09E-05
Deng,Chitinibacter,45,1.10E-05,5.27E-05,45,0,0
Deng,CHKCI001,45,0,0,45,2.94E-06,1.54E-05
Deng,Chlorobaculum,45,0,0,45,9.54E-06,6.40E-05
Deng,Chlorobium,45,0,0,45,0.000496045,0.003327571
Deng,Christensenella,45,3.08E-05,8.05E-05,45,4.04E-05,9.93E-05
Deng,Christensenellaceae_R-7_group,45,0.001021441,0.001963914,45,0.002289438,0.006144218
Deng,Chryseobacterium,45,0.000256094,0.001024182,45,7.34E-07,4.92E-06
Deng,Chryseolinea,45,0.000272971,0.001179316,45,2.20E-06,8.32E-06
Deng,Chthoniobacter,45,0.000140155,0.00045012,45,0,0
Deng,CI75cm.2.12,45,1.47E-06,6.91E-06,45,0.000842396,0.005650964
Deng,Citrifermentans,45,0.000195923,0.000529277,45,0,0
Deng,Citrobacter,45,0.000672155,0.003537833,45,0.000130615,0.000336081
Deng,CL500-29_marine_group,45,0.00028618,0.000756766,45,3.67E-06,2.02E-05
Deng,Cloacibacillus,45,2.94E-06,1.38E-05,45,4.11E-05,0.000250887
Deng,Cloacibacterium,45,0.000181981,0.000664112,45,4.18E-05,0.000255583
Deng,Clostridium_sensu_stricto_1,45,0.016544123,0.050331507,45,0.006184417,0.010885208
Deng,Clostridium_sensu_stricto_10,45,0.000111537,0.000407859,45,0,0
Deng,Clostridium_sensu_stricto_11,45,2.94E-06,9.53E-06,45,0,0
Deng,Clostridium_sensu_stricto_12,45,5.14E-06,3.45E-05,45,0,0
Deng,Clostridium_sensu_stricto_13,45,0.000151895,0.000394442,45,4.40E-06,1.51E-05
Deng,Clostridium_sensu_stricto_18,45,7.34E-07,4.92E-06,45,0,0
Deng,Clostridium_sensu_stricto_3,45,2.20E-06,1.48E-05,45,3.67E-06,1.61E-05
Deng,Clostridium_sensu_stricto_8,45,0.000188585,0.000683707,45,0,0
Deng,Cnuella,45,0.000631063,0.001840463,45,0,0
Deng,Colidextribacter,45,0.000536404,0.00094534,45,0.000316265,0.000643317
Deng,Collinsella,45,0.004583278,0.011957474,45,0.000321402,0.001317364
Deng,Comamonas,45,0.000632531,0.002446616,45,2.05E-05,0.000108673
Deng,Conexibacter,45,1.54E-05,5.48E-05,45,7.34E-07,4.92E-06
Deng,Confluentibacter,45,2.13E-05,8.79E-05,45,0,0
Deng,Coprobacillus,45,1.54E-05,4.02E-05,45,1.98E-05,3.47E-05
Deng,Coprobacter,45,5.14E-06,1.99E-05,45,2.94E-05,0.000177097
Deng,Coprococcus,45,0.002013531,0.004039801,45,0.002097917,0.004505968
Deng,Coriobacteriaceae_UCG-002,45,4.40E-06,2.07E-05,45,2.20E-06,1.09E-05
Deng,Corynebacterium,45,2.57E-05,6.33E-05,45,2.79E-05,4.45E-05
Deng,Coxiella,45,6.60E-06,3.96E-05,45,0,0
Deng,Crenothrix,45,0.000168039,0.000705441,45,0,0
Deng,Curvibacter,45,0.000112271,0.000423288,45,0,0
Deng,Cyanobium_PCC-6307,45,1.61E-05,6.21E-05,45,0,0
Deng,Cytophaga,45,5.14E-06,2.54E-05,45,0,0
Deng,Dechloromonas,45,2.35E-05,0.000102636,45,2.20E-06,1.48E-05
Deng,Deferrisoma,45,3.82E-05,0.000130139,45,0,0
Deng,Defluviicoccus,45,1.47E-06,9.86E-06,45,2.20E-06,1.48E-05
Deng,Defluviitaleaceae_UCG-011,45,5.58E-05,0.000122089,45,1.25E-05,2.92E-05
Deng,Deinococcus,45,0.000773419,0.001996824,45,0,0
Deng,Delftia,45,4.70E-05,0.000142214,45,5.14E-06,1.57E-05
Deng,Demequina,45,3.74E-05,0.000112027,45,7.34E-07,4.92E-06
Deng,Desulfatiferula,45,7.34E-07,4.92E-06,45,0,0
Deng,Desulfatiglans,45,2.42E-05,7.11E-05,45,0,0
Deng,Desulfatirhabdium,45,5.36E-05,0.000222042,45,7.34E-06,4.92E-05
Deng,Desulfatitalea,45,1.47E-06,6.91E-06,45,0,0
Deng,Desulfobacca,45,1.69E-05,7.51E-05,45,0,0
Deng,Desulfobulbus,45,0.000133551,0.00049037,45,2.35E-05,0.00014758
Deng,Desulfocapsa,45,1.61E-05,6.84E-05,45,0,0
Deng,Desulfomicrobium,45,1.98E-05,5.70E-05,45,3.16E-05,0.000211979
Deng,Desulfomonile,45,1.98E-05,9.79E-05,45,8.07E-06,5.41E-05
Deng,Desulfonema,45,0,0,45,7.34E-07,4.92E-06
Deng,Desulfoprunum,45,1.54E-05,5.10E-05,45,1.32E-05,8.85E-05
Deng,Desulfosporosinus,45,8.07E-06,3.53E-05,45,0,0
Deng,Desulfovibrio,45,0.000197391,0.000396455,45,0.000103465,0.000267657
Deng,Desulfovirga,45,2.94E-06,1.97E-05,45,0,0
Deng,Desulfurivibrio,45,1.47E-05,6.78E-05,45,0,0
Deng,Desulfuromonas,45,0.000194455,0.00062118,45,0,0
Deng,DEV008,45,1.54E-05,9.86E-05,45,0,0
Deng,DEV114,45,1.47E-06,9.86E-06,45,0,0
Deng,Devosia,45,0.000420464,0.001177149,45,9.54E-06,3.27E-05
Deng,Dialister,45,0.002605703,0.004236003,45,0.002395104,0.007462863
Deng,Dielma,45,2.79E-05,8.32E-05,45,5.14E-05,0.000102636
Deng,Dietzia,45,8.07E-06,4.05E-05,45,2.20E-06,1.48E-05
Deng,Dinghuibacter,45,0.000411659,0.001099522,45,7.34E-07,4.92E-06
Deng,DMER64,45,0,0,45,2.27E-05,0.000152276
Deng,Dokdonella,45,0,0,45,6.60E-06,3.56E-05
Deng,Dongia,45,8.07E-05,0.000195209,45,1.47E-05,4.75E-05
Deng,Dorea,45,0.002080306,0.00236377,45,0.001943087,0.003760371
Deng,DSSD61,45,1.10E-05,6.91E-05,45,0,0
Deng,DSSF69,45,0,0,45,5.87E-06,3.94E-05
Deng,DTU089,45,2.20E-05,5.31E-05,45,1.39E-05,4.07E-05
Deng,Dubosiella,45,6.46E-05,0.000124773,45,0.000153363,0.000711224
Deng,Duganella,45,0.000468894,0.002222978,45,0,0
Deng,Dyadobacter,45,6.60E-06,2.07E-05,45,0,0
Deng,Dyella,45,4.40E-06,1.66E-05,45,2.20E-06,1.09E-05
Deng,Dysgonomonas,45,1.03E-05,4.55E-05,45,7.34E-07,4.92E-06
Deng,Edaphobaculum,45,2.27E-05,7.92E-05,45,1.47E-06,6.91E-06
Deng,Eggerthella,45,0.000692702,0.001193376,45,0.000501915,0.000562147
Deng,Eisenbergiella,45,0.000978148,0.002408071,45,0.000219404,0.000452133
Deng,Ekhidna,45,1.47E-06,6.91E-06,45,0,0
Deng,Ellin6067,45,0.000810843,0.00214091,45,8.07E-06,4.46E-05
Deng,Emticicia,45,5.87E-06,2.47E-05,45,0,0
Deng,Enhydrobacter,45,1.03E-05,3.21E-05,45,7.34E-06,1.84E-05
Deng,Enterobacter,45,0.001182142,0.006198635,45,0.000231879,0.000679702
Deng,Enterococcus,45,0.00076388,0.001751861,45,0.000809375,0.003055205
Deng,Enterorhabdus,45,8.81E-06,2.04E-05,45,7.12E-05,0.000442741
Deng,Epulopiscium,45,2.94E-06,1.54E-05,45,3.67E-06,2.46E-05
Deng,Ercella,45,2.20E-06,1.09E-05,45,0,0
Deng,Erysipelatoclostridium,45,0.002533791,0.005783686,45,0.005454292,0.008947959
Deng,Erysipelothrix,45,0.000181247,0.000560806,45,3.67E-06,2.02E-05
Deng,Erysipelotrichaceae_UCG-003,45,0.008051923,0.040235874,45,0.004075493,0.00789188
Deng,Erythrobacter,45,8.81E-06,4.95E-05,45,0,0
Deng,Escherichia-Shigella,45,0.013687462,0.054524516,45,0.021078971,0.078680953
Deng,Eubacterium,45,0.000285446,0.001162082,45,0.000761678,0.001676072
Deng,Exiguobacterium,45,8.73E-05,0.000372976,45,0,0
Deng,Exilispira,45,0,0,45,9.54E-06,6.40E-05
Deng,Ezakiella,45,3.23E-05,0.000133493,45,1.61E-05,4.32E-05
Deng,F0058,45,1.03E-05,4.50E-05,45,0,0
Deng,F0332,45,2.20E-06,1.09E-05,45,3.67E-06,1.26E-05
Deng,Facklamia,45,1.47E-06,9.86E-06,45,0,0
Deng,Faecalibacterium,45,0.121495766,0.122255252,45,0.128973128,0.121209276
Deng,Faecalibaculum,45,7.34E-06,2.43E-05,45,4.84E-05,0.000299857
Deng,Faecalicoccus,45,3.67E-06,2.46E-05,45,5.50E-05,0.000234787
Deng,Faecalitalea,45,0.000280309,0.00101793,45,0.000370566,0.001146814
Deng,Family_XIII_AD3011_group,45,7.56E-05,1.00E-04,45,0.000265633,0.000468903
Deng,Family_XIII_UCG-001,45,6.75E-05,0.000118064,45,8.59E-05,0.000213992
Deng,Fenollaria,45,0.0001064,0.000434021,45,2.57E-05,6.01E-05
Deng,Ferritrophicum,45,6.24E-05,0.000309248,45,0,0
Deng,Ferrovibrio,45,3.52E-05,0.000144897,45,0,0
Deng,Ferruginibacter,45,0.001359721,0.003801472,45,1.47E-06,9.86E-06
Deng,FFCH7168,45,1.76E-05,7.65E-05,45,0,0
Deng,Fibrobacter,45,1.47E-06,6.91E-06,45,1.54E-05,4.02E-05
Deng,Finegoldia,45,4.40E-06,1.66E-05,45,1.03E-05,3.43E-05
Deng,Flaviaesturariibacter,45,0.000611984,0.002155997,45,0,0
Deng,Flavihumibacter,45,0.003539089,0.011156568,45,2.94E-06,1.97E-05
Deng,Flavirhabdus,45,1.47E-06,9.86E-06,45,0,0
Deng,Flavisolibacter,45,0.002339336,0.007091611,45,7.34E-07,4.92E-06
Deng,Flavitalea,45,6.53E-05,0.00019588,45,2.94E-06,1.18E-05
Deng,Flavobacterium,45,0.00093999,0.003923246,45,2.20E-06,1.09E-05
Deng,Flavonifractor,45,0.0028662,0.003566464,45,0.005387517,0.006111442
Deng,Fluviicola,45,3.60E-05,0.000181792,45,3.67E-06,1.76E-05
Deng,Fonticella,45,6.90E-05,0.000275707,45,0,0
Deng,Fournierella,45,0.000343416,0.001912502,45,0.000890826,0.005764568
Deng,Frisingicoccus,45,1.25E-05,8.39E-05,45,2.13E-05,8.39E-05
Deng,Fusibacter,45,9.54E-05,0.000340106,45,1.47E-06,9.86E-06
Deng,Fusicatenibacter,45,0.026549406,0.05134356,45,0.030898604,0.038922616
Deng,Fusobacterium,45,0.005606921,0.03185665,45,0.003210349,0.017649814
Deng,Gaiella,45,0.000146759,0.000439387,45,5.14E-06,1.99E-05
Deng,Gallicola,45,0,0,45,2.94E-06,1.97E-05
Deng,Gallionella,45,2.20E-05,0.000100623,45,0,0
Deng,Garicola,45,4.40E-06,2.18E-05,45,0,0
Deng,GCA-900066575,45,6.68E-05,0.00015496,45,2.13E-05,6.53E-05
Deng,GCA-900066755,45,1.39E-05,5.10E-05,45,7.34E-06,2.98E-05
Deng,Gemella,45,8.59E-05,0.000141543,45,8.15E-05,9.39E-05
Deng,Geminicoccus,45,2.20E-05,7.04E-05,45,0,0
Deng,Gemmatimonas,45,6.02E-05,0.000141543,45,2.20E-06,1.09E-05
Deng,Geobacter,45,0.00039845,0.0011326,45,0,0
Deng,Geothermobacter,45,0.000306726,0.00116439,45,0,0
Deng,Geothrix,45,3.96E-05,0.000116052,45,0,0
Deng,Gordonibacter,45,5.14E-06,1.57E-05,45,1.03E-05,2.62E-05
Deng,GOUTA6,45,6.09E-05,0.000228079,45,2.20E-06,1.09E-05
Deng,Gracilibacter,45,1.17E-05,4.35E-05,45,0,0
Deng,Haematospirillum,45,3.08E-05,0.00014758,45,0,0
Deng,Haemophilus,45,0.001518954,0.004740969,45,0.001198286,0.002282198
Deng,Haliangium,45,0.000214268,0.000563489,45,2.94E-06,1.18E-05
Deng,Haliscomenobacter,45,9.54E-06,4.15E-05,45,0,0
Deng,Halomonas,45,3.67E-05,0.000107331,45,1.76E-05,0.000118064
Deng,Harryflintia,45,1.47E-06,6.91E-06,45,1.47E-05,9.86E-05
Deng,HAVOmat113,45,7.34E-07,4.92E-06,45,0,0
Deng,Helcococcus,45,0,0,45,5.14E-06,3.45E-05
Deng,Helicobacter,45,6.38E-05,0.000112027,45,0.001516753,0.009953398
Deng,Herbaspirillum,45,8.07E-06,3.53E-05,45,0,0
Deng,Herpetosiphon,45,6.38E-05,0.000189171,45,0,0
Deng,hgcI_clade,45,1.47E-06,9.86E-06,45,0,0
Deng,Hirschia,45,0.000173909,0.000586968,45,2.20E-06,1.09E-05
Deng,HN-HF0106,45,5.14E-06,1.86E-05,45,0,0
Deng,Holdemanella,45,0.002908026,0.01241547,45,0.006283479,0.025835427
Deng,Holdemania,45,0.000215735,0.000439387,45,0.000356624,0.000643988
Deng,Holophaga,45,0,0,45,5.87E-06,3.94E-05
Deng,Hoppeia,45,2.94E-06,1.54E-05,45,1.47E-06,9.86E-06
Deng,HSB_OF53-F07,45,7.34E-07,4.92E-06,45,0,0
Deng,Hungatella,45,0.000973745,0.00169574,45,0.002108191,0.005035466
Deng,Hydrogenispora,45,7.34E-06,3.14E-05,45,0,0
Deng,Hydrogenoanaerobacterium,45,7.34E-07,4.92E-06,45,0,0
Deng,Hydrogenophaga,45,0.000162169,0.000413896,45,7.34E-06,3.58E-05
Deng,Hymenobacter,45,0.000352955,0.000944622,45,7.34E-07,4.92E-06
Deng,Hyphomicrobium,45,0.000235548,0.000675315,45,8.07E-06,4.94E-05
Deng,Hyphomonas,45,1.61E-05,4.91E-05,45,0,0
Deng,Iamia,45,0.000184182,0.00049909,45,4.40E-06,1.66E-05
Deng,Ilumatobacter,45,0.000515857,0.001467259,45,7.34E-07,4.92E-06
Deng,IMCC26207,45,3.67E-06,1.61E-05,45,3.45E-05,0.000231433
Deng,Intestinibacter,45,0.007549274,0.015048863,45,0.007211729,0.01084188
Deng,Intestinimonas,45,0.000107868,0.000199904,45,0.000241418,0.000648012
Deng,JGI_0001001-H03,45,0.000204729,0.000568856,45,5.14E-06,1.86E-05
Deng,JGI-0000079-D21,45,0,0,45,2.64E-05,0.000177097
Deng,JTB255_marine_benthic_group,45,0,0,45,1.47E-06,6.91E-06
Deng,Kamptonema_PCC-6407,45,2.20E-06,1.48E-05,45,0,0
Deng,Ketobacter,45,5.87E-06,3.47E-05,45,0,0
Deng,Klebsiella,45,0.003541291,0.020835031,45,0.00037717,0.000889823
Deng,Kocuria,45,1.76E-05,4.60E-05,45,1.47E-06,6.91E-06
Deng,Komagataeibacter,45,1.47E-06,9.86E-06,45,0,0
Deng,Kribbella,45,6.60E-06,2.78E-05,45,2.20E-06,1.48E-05
Deng,Labrys,45,7.34E-06,2.80E-05,45,0,0
Deng,Lachnoanaerobaculum,45,3.67E-06,1.45E-05,45,7.34E-07,4.92E-06
Deng,Lachnoclostridium,45,0.00600317,0.005858241,45,0.005062446,0.005717999
Deng,Lachnospira,45,0.008172266,0.014816893,45,0.000815245,0.00243167
Deng,Lachnospiraceae_FCS020_group,45,0.000416795,0.000623863,45,0.000277374,0.000641304
Deng,Lachnospiraceae_ND3007_group,45,0.002861797,0.004141169,45,0.002362083,0.0043055
Deng,Lachnospiraceae_NK3A20_group,45,0,0,45,3.67E-06,1.26E-05
Deng,Lachnospiraceae_NK4A136_group,45,0.005271577,0.007254607,45,0.002990945,0.003441369
Deng,Lachnospiraceae_UCG-001,45,0.000893761,0.003381022,45,6.60E-06,2.69E-05
Deng,Lachnospiraceae_UCG-003,45,0.000868078,0.004344595,45,0,0
Deng,Lachnospiraceae_UCG-004,45,0.002477289,0.002934994,45,0.000420464,0.000891151
Deng,Lachnospiraceae_UCG-006,45,5.87E-06,1.90E-05,45,1.32E-05,5.15E-05
Deng,Lachnospiraceae_UCG-010,45,0.000203261,0.000372305,45,6.38E-05,0.000219358
Deng,Lachnospiraceae_XPB1014_group,45,3.67E-06,1.45E-05,45,3.82E-05,5.54E-05
Deng,Lacibacter,45,3.96E-05,0.000138189,45,0,0
Deng,Lacihabitans,45,5.87E-06,2.75E-05,45,0,0
Deng,Lactivibrio,45,0,0,45,6.31E-05,0.000423288
Deng,Lactobacillus,45,0.004854048,0.013916511,45,0.010353836,0.048197882
Deng,Lactococcus,45,0.00033461,0.001642423,45,0.000465225,0.002605775
Deng,Lautropia,45,2.27E-05,5.26E-05,45,3.23E-05,0.000211308
Deng,Lawsonella,45,1.47E-06,6.91E-06,45,2.94E-06,1.18E-05
Deng,Lechevalieria,45,1.39E-05,7.45E-05,45,0,0
Deng,Legionella,45,1.54E-05,6.71E-05,45,1.25E-05,8.39E-05
Deng,Lentimicrobium,45,1.47E-05,4.02E-05,45,2.27E-05,0.000152276
Deng,Leptolinea,45,2.13E-05,7.92E-05,45,0.000132083,0.00088604
Deng,Leptolyngbya_ANT.L52.2,45,7.34E-07,4.92E-06,45,0,0
Deng,Leptolyngbya_PCC-6306,45,2.94E-06,1.54E-05,45,0,0
Deng,Leptonema,45,0,0,45,7.34E-07,4.92E-06
Deng,Leptospira,45,2.94E-06,1.38E-05,45,0,0
Deng,Leptotrichia,45,1.47E-06,6.91E-06,45,7.34E-07,4.92E-06
Deng,Leucobacter,45,7.34E-06,2.89E-05,45,2.27E-05,0.000109344
Deng,Leuconostoc,45,1.47E-06,9.86E-06,45,2.94E-06,1.18E-05
Deng,Levilinea,45,1.17E-05,3.39E-05,45,0,0
Deng,Lewinella,45,2.20E-06,1.48E-05,45,0,0
Deng,Limnobacter,45,7.19E-05,0.000203929,45,4.40E-06,2.95E-05
Deng,Limnohabitans,45,5.87E-06,2.75E-05,45,0,0
Deng,Limnothrix,45,1.39E-05,3.95E-05,45,0,0
Deng,Longilinea,45,0,0,45,0.000132817,0.000890964
Deng,Longimicrobium,45,2.94E-06,1.18E-05,45,0,0
Deng,Longivirga,45,3.30E-05,8.45E-05,45,0,0
Deng,Luteibacter,45,3.67E-06,1.76E-05,45,0,0
Deng,Luteitalea,45,7.04E-05,0.000199904,45,5.87E-06,3.94E-05
Deng,Luteolibacter,45,0.000702241,0.00405631,45,7.34E-07,4.92E-06
Deng,Lutibacter,45,9.32E-05,0.000381697,45,0,0
Deng,Lutispora,45,0.000509253,0.002318147,45,0,0
Deng,Lysobacter,45,0.002684953,0.007926374,45,8.07E-06,2.35E-05
Deng,Macellibacteroides,45,4.40E-06,2.18E-05,45,5.72E-05,0.000383709
Deng,Macromonas,45,4.40E-06,1.81E-05,45,2.94E-06,1.97E-05
Deng,Magnetovibrio,45,4.40E-06,2.95E-05,45,0,0
Deng,Maritimimonas,45,1.76E-05,7.65E-05,45,0,0
Deng,Marivita,45,8.07E-06,4.94E-05,45,0,0
Deng,Marmoricola,45,0.000203261,0.00054001,45,2.94E-06,9.53E-06
Deng,Massilia,45,0.033214459,0.084669374,45,3.67E-06,1.26E-05
Deng,Megamonas,45,0.011454527,0.034602928,45,0.000482837,0.001516477
Deng,Megasphaera,45,0.008147317,0.045230729,45,0.000900365,0.003901049
Deng,Membranicola,45,0,0,45,4.40E-06,1.81E-05
Deng,Merdibacter,45,1.03E-05,5.92E-05,45,7.34E-07,4.92E-06
Deng,Mesorhizobium,45,9.76E-05,0.000285099,45,6.60E-06,1.81E-05
Deng,Metallibacterium,45,0,0,45,7.34E-07,4.92E-06
Deng,Methanobacterium,45,7.34E-07,4.92E-06,45,2.20E-06,1.48E-05
Deng,Methanobrevibacter,45,0,0,45,0.0001585,0.001003064
Deng,Methanolinea,45,0,0,45,9.61E-05,0.000644658
Deng,Methanosaeta,45,7.12E-05,0.000280403,45,0.001518954,0.010184422
Deng,Methanosarcina,45,9.54E-06,3.20E-05,45,0,0
Deng,Methylobacillus,45,5.87E-06,2.26E-05,45,0,0
Deng,Methylobacterium-Methylorubrum,45,0.000209131,0.000627888,45,0,0
Deng,Methylocystis,45,5.87E-05,0.000161668,45,5.14E-06,3.45E-05
Deng,Methylomicrobium,45,1.83E-05,7.11E-05,45,0,0
Deng,Methyloparacoccus,45,1.47E-06,9.86E-06,45,1.91E-05,0.000128127
Deng,Methylophilus,45,0.000205462,0.000500432,45,2.20E-06,1.09E-05
Deng,Methylotenera,45,0.000725722,0.002656965,45,0,0
Deng,Methyloversatilis,45,4.77E-05,0.000124773,45,0,0
Deng,Microbacter,45,0,0,45,4.40E-06,2.95E-05
Deng,Microcoleus_PCC-7113,45,5.14E-06,2.11E-05,45,0,0
Deng,Microcystis_PCC-7914,45,4.99E-05,0.000135506,45,0,0
Deng,Micropruina,45,0,0,45,7.34E-07,4.92E-06
Deng,Microvirga,45,0.000179046,0.000466891,45,2.20E-06,8.32E-06
Deng,Mitsuokella,45,3.01E-05,8.99E-05,45,3.23E-05,0.000145568
Deng,Mizugakiibacter,45,3.67E-06,2.46E-05,45,0,0
Deng,mle1-7,45,2.49E-05,7.31E-05,45,7.34E-07,4.92E-06
Deng,MM2,45,7.34E-05,0.000276378,45,0,0
Deng,MND1,45,0.000117407,0.000299857,45,5.87E-06,1.76E-05
Deng,Modestobacter,45,5.87E-06,1.90E-05,45,0,0
Deng,Mogibacterium,45,5.87E-06,1.76E-05,45,3.89E-05,0.000156972
Deng,Monoglobus,45,0.004726368,0.005959823,45,0.008719676,0.018601628
Deng,Moryella,45,0,0,45,5.14E-06,1.86E-05
Deng,Mucilaginibacter,45,1.17E-05,4.84E-05,45,1.47E-06,6.91E-06
Deng,Mucispirillum,45,1.47E-06,9.86E-06,45,0,0
Deng,Murdochiella,45,2.94E-06,1.18E-05,45,7.34E-07,4.92E-06
Deng,Mycobacterium,45,5.28E-05,0.00014691,45,0.000167305,0.000977412
Deng,Mycoplasma,45,1.39E-05,7.92E-05,45,7.34E-06,3.58E-05
Deng,Nakamurella,45,1.61E-05,5.53E-05,45,7.34E-07,4.92E-06
Deng,Nannocystis,45,5.14E-06,1.57E-05,45,7.34E-07,4.92E-06
Deng,Negativibacillus,45,0.000108602,0.000226737,45,9.69E-05,0.000264303
Deng,Neisseria,45,3.67E-06,1.26E-05,45,2.20E-06,8.32E-06
Deng,Neochlamydia,45,1.47E-06,9.86E-06,45,0,0
Deng,Nesterenkonia,45,6.60E-06,2.07E-05,45,0,0
Deng,Nevskia,45,1.47E-05,7.92E-05,45,0,0
Deng,Niastella,45,1.69E-05,6.51E-05,45,0,0
Deng,Nibribacter,45,0.000422665,0.001436126,45,0,0
Deng,Nitrosarchaeum,45,5.87E-06,2.03E-05,45,0,0
Deng,Nitrosomonas,45,3.67E-06,1.26E-05,45,0,0
Deng,Niveispirillum,45,0.000143824,0.000442741,45,0,0
Deng,NK4A214_group,45,0.000455686,0.00165961,45,0.000369098,0.001035445
Deng,Nocardia,45,1.47E-06,9.86E-06,45,5.14E-06,3.45E-05
Deng,Nocardioides,45,0.000355156,0.001008941,45,2.94E-06,1.54E-05
Deng,Nocardiopsis,45,1.47E-06,9.86E-06,45,0,0
Deng,Nordella,45,1.83E-05,4.60E-05,45,2.20E-06,1.09E-05
Deng,Nostoc_PCC-7524,45,0.000118875,0.000550744,45,0,0
Deng,Noviherbaspirillum,45,0.002312185,0.007073412,45,0,0
Deng,Novosphingobium,45,0.006962239,0.019827499,45,0.000144557,0.000959676
Deng,Nubsella,45,0,0,45,7.34E-07,4.92E-06
Deng,Oceanicaulis,45,9.54E-06,5.92E-05,45,0,0
Deng,Odoribacter,45,0.000453485,0.000913892,45,0.000641336,0.001279516
Deng,Ohtaekwangia,45,0.00012768,0.00037633,45,0,0
Deng,OLB12,45,0.000716183,0.002981448,45,0,0
Deng,OLB8,45,5.87E-06,3.94E-05,45,3.08E-05,0.000192525
Deng,Oligoflexus,45,2.72E-05,7.85E-05,45,7.34E-07,4.92E-06
Deng,Olsenella,45,1.69E-05,5.01E-05,45,1.17E-05,4.73E-05
Deng,OM60(NOR5)_clade,45,0.000286914,0.001285205,45,0,0
Deng,Opitutus,45,8.73E-05,0.000429325,45,0,0
Deng,Oribacterium,45,2.20E-06,8.32E-06,45,8.81E-06,2.27E-05
Deng,Ornithinibacter,45,0.000309661,0.000900281,45,8.07E-06,4.05E-05
Deng,Oryzihumus,45,2.86E-05,0.000128127,45,0,0
Deng,Oscillibacter,45,0.000652343,0.001296501,45,0.000565022,0.001253985
Deng,Ottowia,45,8.07E-06,5.41E-05,45,0.000101997,0.000674221
Deng,Oxalobacter,45,7.34E-06,1.84E-05,45,1.47E-06,6.91E-06
Deng,P3OB-42,45,7.34E-06,3.14E-05,45,0,0
Deng,Paenibacillus,45,1.39E-05,4.31E-05,45,0,0
Deng,Pajaroellobacter,45,1.76E-05,7.58E-05,45,1.47E-06,9.86E-06
Deng,Paludibacter,45,5.21E-05,0.000167705,45,0.000112271,0.000753137
Deng,Paludibaculum,45,0.000151162,0.000452804,45,6.60E-06,4.43E-05
Deng,Paludicola,45,0.000262698,0.000980921,45,8.81E-06,2.94E-05
Deng,Parabacteroides,45,0.016252073,0.04063524,45,0.009857057,0.017861371
Deng,Paracoccus,45,5.28E-05,0.000156972,45,1.54E-05,7.98E-05
Deng,Paraeggerthella,45,7.34E-06,4.92E-05,45,7.34E-07,4.92E-06
